letter_grade,course_grade,Assig_1_full_40,Assig_2_full_40,Assig_3_full_40,proj_1_100,proj_2_100,proj_3_100,final_exam_100,peer_feedback_100,birth_country,residence_country,gender,age,primary_language,english_fluency,time_zone,occupation,highest_education,expected_hours_spent,formal_class_prog_taken,C,C#,C++,Java,JavaScript,Lisp,Objective C,Perl,PHP,Python,Ruby,Shell,Swift,Visual Basic,Other (specify below),years_programming,prior_omscs_classes_completed,besides_KBAI_how_many_classes,moocs_completed_outside_OMSCS,qtr_proj1_confidence,qtr_proj2_confidence,qtr_piazza_opinion,qtr_peerfeedback_opinion,qtr_on_piazza,qtr_email,qtr_hipchat,qrt_gplus,qtr_other_chat,qtr_phone,qtr_facebook,qtr_in_person,CS6210_Completed,CS8803_Completed,CS6250_Completed,CS7641_Completed,CS6300_Completed,CS6310_Completed,CS4495_Completed,CS6475_Completed,CS6505_Completed,CS6290_Completed,CS8803_Completed,CS6440_Completed,mid_proj2_confidence,mid_proj3_confidence,mid_piazza_opinion,mid_peerfeedback_opinion,mid_on_piazza,mid_email,mid_hipchat,qrt_gplus,mid_other_chat,mid_phone,mid_facebook,mid_in_person,final_proj3_confidence,hours_spent,lessons_watched,exercises_completed,forum_visit_frequency,final_on_piazza,final_email,final_hipchat,qrt_gplus,final_other_chat,final_phone,final_facebook,final_in_person,watch_out_order,fall_behind,get_ahead,rewatch_full_lesson,rewatch_partial_lesson,view_answer_after_1incorrect,repeat_exercise_until_correct,skip_exercise,correct_first_attempt,access_from_mobile,download_videos,piazza_answers,piazza_days,piazza_asks,piazza_posts,piazza_views,total_lecture_time,overal_lecture_views,lecture_1_views,lecture_2_views,lecture_3_views,lecture_4_views,lecture_5_views,lecture_6_views,lecture_7_views,lecture_8_views,lecture_9_views,lecture_10_views,lecture_11_views,lecture_12_views,lecture_13_views,lecture_14_views,lecture_15_views,lecture_16_views,lecture_17_views,lecture_18_views,lecture_19_views,lecture_20_views,lecture_21_views,lecture_22_views,lecture_23_views,lecture_24_views,lecture_25_views,lecture_26_views,lecture_1_pace,lecture_2_pace,lecture_3_pace,lecture_4_pace,lecture_5_pace,lecture_6_pace,lecture_7_pace,lecture_8_pace,lecture_9_pace,lecture_10_pace,lecture_11_pace,lecture_12_pace,lecture_13_pace,lecture_14_pace,lecture_15_pace,lecture_16_pace,lecture_17_pace,lecture_18_pace,lecture_19_pace,lecture_20_pace,lecture_21_pace,lecture_22_pace,lecture_23_pace,lecture_24_pace,lecture_25_pace,lecture_26_pace,overall_pace
3,61.52,24,32,40,64,64,64,99,16,USA,USA,F,55-64,English,Native speaker,North American,Primary Computing or Software,Doctoral Degree,21+ hours per week,Yes,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,20,0,0,2.5,Very unconfident,Somewhat confident,5 - Agree Slightly,5 - Agree Slightly,1,1,0,1,1,1,0,0,No,No,No,No,No,No,No,No,No,No,No,No,Very unconfident,Very unconfident,5 - Agree Slightly,5 - Agree Slightly,1,1,0,1,0,0,1,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,103,6,49,274,88783,3.105590062,6.5,1.454545455,3.852941176,2.842105263,2.575757576,3.103448276,3.19047619,4.0625,3.96875,3.558823529,3.25,1.625,2.189189189,4.111111111,5.227272727,2.5,4.222222222,4.5,1.275862069,1.65,3.842105263,3,2.666666667,0.5,2.9375,4.176470588,On-time,Late,Late,On-time,On-time,On-time,Early,On-time,On-time,On-time,On-time,Late,Late,On-time,On-time,Late,Late,Late,Early,Late,Late,On-time,Late,On-time,Early,Early,On-time
3,67.32,35,30,32,86,74,76,94,14,USA,USA,M,35-44,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,6-9 hours per week,Yes,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12.5,2,0,2.5,Very confident,Very confident,7 - Strongly Agree,7 - Strongly Agree,1,0,0,0,0,0,0,0,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Somewhat unconfident,Somewhat confident,7 - Strongly Agree,7 - Strongly Agree,1,1,1,0,0,0,0,0,Somewhat confident,6 - 9 hours per week,20 to 25,Most of them,A few times a week,1,1,1,0,0,0,0,0,2 - Rarely,3 - Occasionally,2 - Rarely,2 - Rarely,4 - Frequently,3 - Occasionally,4 - Frequently,3 - Occasionally,4 - Frequently,Never,Occasionally,0,0,0,0,0,41417,1.186335404,1.5,1.272727273,1.5,1.894736842,1.212121212,1.448275862,2,1.4375,1.4375,1.323529412,1.375,1.104166667,1.297297297,1.166666667,2,1,1.277777778,0.766666667,0.068965517,0,0,1.235294118,1.041666667,0,0,3,On-time,On-time,On-time,Early,On-time,On-time,On-time,On-time,Late,Late,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Late,Unknown,Unknown,On-time,On-time,Unknown,Unknown,Early,On-time
3,62.29,32,29,30,80,69,63,92,13,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.5,2,0,2.5,Somewhat confident,Somewhat confident,N/A - I have not used Piazza significantly.,5 - Agree Slightly,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Very confident,Neither confident nor unconfident,N/A - I have not used Piazza significantly.,5 - Agree Slightly,0,0,1,0,1,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,0,0,0,0,47646,1.597826087,1.772727273,1.545454545,1.470588235,0.736842105,0.606060606,1.724137931,2.142857143,2,1.6875,1.823529412,2.333333333,0.520833333,1.567567568,3.277777778,2.318181818,1.75,1.944444444,2.566666667,1.689655172,2.45,0.631578947,2.411764706,0.916666667,0.5,0.3125,1.882352941,On-time,On-time,On-time,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,On-time,On-time,On-time,On-time,Late,Late,Late,Late,Late,Late,Early,Late,On-time,Early
2,58.93,31,32,16,86,44,64,99,14,USA,USA,M,18-24,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,6-9 hours per week,Yes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,Very confident,Somewhat confident,7 - Strongly Agree,6 - Agree,1,1,0,0,0,1,0,1,No,No,No,No,No,No,No,Yes,No,No,No,No,Very confident,Somewhat confident,7 - Strongly Agree,6 - Agree,1,1,0,0,1,1,0,1,Somewhat confident,9 - 12 hours per week,15 to 20,Around half of them,Multiple times daily,1,1,0,0,1,0,0,1,4 - Frequently,3 - Occasionally,3 - Occasionally,4 - Frequently,4 - Frequently,2 - Rarely,4 - Frequently,1 - Never,4 - Frequently,Never,Never,0,0,0,0,0,20167,0.51242236,1.363636364,1.303030303,0,0,0.515151515,0,1.571428571,0.8125,0.1875,0.323529412,0.916666667,0,0,1.388888889,0.954545455,2.4,0.222222222,0,0.137931034,0.15,0.052631579,1,0,0,0.0625,1.823529412,Late,Late,Unknown,Unknown,Late,Unknown,On-time,Late,Late,Late,Late,Unknown,Unknown,Early,Early,Early,Late,Unknown,Late,Late,Late,On-time,Unknown,Unknown,Late,Early,Late
3,70.53,33,39,36,88,69,84,98,15,Other,Other,M,25-34,Non-English,Fully fluent non-native,Asia,Primary Computing or Software,Bachelors Degree,12-15 hours per week,Yes,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,4,1,0,4,Somewhat confident,Very confident,7 - Strongly Agree,7 - Strongly Agree,1,0,0,1,1,0,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,Neither confident nor unconfident,Somewhat confident,7 - Strongly Agree,7 - Strongly Agree,1,0,0,0,0,0,0,0,Somewhat unconfident,18 - 21 hours per week,All 26,Around half of them,Multiple times daily,1,0,0,0,0,0,0,0,5 - Always,4 - Frequently,2 - Rarely,4 - Frequently,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,Never,Always,4,105,9,112,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,63.66,28,29,36,90,89,42,90,13,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,17.5,2,0,1,Somewhat confident,Somewhat confident,5 - Agree Slightly,4 - Neither Agree nor Disagree,1,0,0,0,0,0,0,0,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Very confident,Very confident,6 - Agree,4 - Neither Agree nor Disagree,1,0,0,0,0,0,0,0,Somewhat unconfident,6 - 9 hours per week,15 to 20,Around half of them,A few times a week,1,0,0,0,0,0,0,0,4 - Frequently,5 - Always,3 - Occasionally,2 - Rarely,5 - Always,3 - Occasionally,3 - Occasionally,4 - Frequently,4 - Frequently,Never,Never,0,0,0,0,0,26935,0.739130435,0.272727273,0.939393939,1.088235294,0.894736842,1,1.103448276,1.047619048,1.0625,0.96875,0.911764706,1.125,0.520833333,0.675675676,0.444444444,1.227272727,0.8,1,0.733333333,0.448275862,0,0,0.352941176,0.375,0,0.125,1.235294118,On-time,Late,Late,On-time,On-time,Late,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Early,On-time,On-time,On-time,On-time,Late,Unknown,Unknown,Late,Late,Unknown,Late,Early,On-time
3,68.24,35,40,28,92,70,82,85,15,USA,USA,M,35-44,English,Native speaker,North American,Primary Computing or Software,Masters Degree,9-12 hours per week,Yes,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,17.5,2,0,0,Somewhat confident,Somewhat confident,3 - Disagree Slightly,4 - Neither Agree nor Disagree,1,0,0,0,0,0,0,0,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Somewhat unconfident,Somewhat unconfident,3 - Disagree Slightly,5 - Agree Slightly,1,0,0,0,0,0,0,0,Somewhat confident,15 - 18 hours per week,All 26,All of them,Once per day,1,0,0,0,0,0,0,0,2 - Rarely,1 - Never,3 - Occasionally,3 - Occasionally,4 - Frequently,2 - Rarely,4 - Frequently,2 - Rarely,4 - Frequently,Never,Rarely,0,102,0,19,638,68248,3.141304348,4.136363636,1.939393939,2.235294118,2.263157895,2.272727273,4.586206897,8.238095238,4.625,2.875,2.294117647,2.958333333,2.458333333,1.459459459,2.888888889,7.136363636,5.25,3.555555556,2.966666667,2.206896552,2,3.947368421,1.764705882,2.166666667,1.916666667,2.5,5.294117647,On-time,Late,Late,On-time,On-time,On-time,Early,On-time,On-time,On-time,Early,Early,On-time,Early,Early,Early,Early,On-time,Early,Early,Early,On-time,On-time,Early,Early,Early,Early
1,39.08,28,22,27,27,19,24,96,13,Other,Canada,M,25-34,English,Fully fluent non-native,North American,Primary Computing or Software,Bachelors Degree,6-9 hours per week,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5,1,0,1,No Answer,No Answer,No Answer,No Answer,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,22,0,4,89,110234,4.698757764,3.863636364,2.181818182,2.352941176,3.736842105,3.03030303,6.827586207,4.523809524,4.75,6.46875,4.294117647,4.041666667,4.9375,9.378378378,7.055555556,7.681818182,6.65,5.111111111,5,3.24137931,2.4,1.315789474,3.823529412,1.958333333,7.75,5.25,5.176470588,Late,Late,Late,Late,Late,Late,Early,On-time,On-time,On-time,On-time,On-time,Late,On-time,On-time,On-time,Late,Late,Late,Late,Late,On-time,On-time,Early,Early,Early,Late
3,67.63,37,34,37,77,61,83,100,14,China,USA,M,35-44,Non-English,Fully fluent non-native,North American,Non Primary Computing,Doctoral Degree,15-18 hours per week,Yes,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,2,0,7.5,Very confident,Very confident,6 - Agree,6 - Agree,1,0,0,0,0,0,0,0,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Very confident,Very confident,6 - Agree,6 - Agree,1,0,0,0,0,0,0,0,Very confident,15 - 18 hours per week,All 26,All of them,Multiple times daily,1,0,0,0,0,0,0,0,4 - Frequently,3 - Occasionally,4 - Frequently,4 - Frequently,No Answer,4 - Frequently,4 - Frequently,3 - Occasionally,4 - Frequently,Frequently,Always,1,107,5,29,558,4723,0.119565217,0.318181818,0.121212121,0.088235294,0.157894737,0.060606061,0.103448276,0.19047619,0.125,0,0,0.25,0.041666667,0.108108108,0.166666667,0.181818182,0.2,0.111111111,0.066666667,0.034482759,0.05,0.052631579,0.176470588,0.125,0.916666667,0.0625,0.058823529,On-time,On-time,On-time,Early,Early,Early,Early,Early,Unknown,Unknown,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early
2,59.08,27,35,38,75,62,55,80,15,USA,USA,M,25-34,English,Native speaker,North American,Non Primary Computing,Doctoral Degree,12-15 hours per week,Yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,Somewhat confident,Somewhat confident,7 - Strongly Agree,7 - Strongly Agree,1,0,0,0,0,0,0,0,No,No,Yes,No,No,No,No,No,No,No,No,No,Somewhat confident,Somewhat confident,6 - Agree,6 - Agree,1,0,0,0,0,0,0,0,Somewhat confident,15 - 18 hours per week,20 to 25,A few of them,Once per day,1,0,0,0,0,0,0,0,4 - Frequently,4 - Frequently,2 - Rarely,4 - Frequently,3 - Occasionally,4 - Frequently,2 - Rarely,3 - Occasionally,3 - Occasionally,Rarely,Never,0,0,0,0,0,38075,1.034161491,0.090909091,0.090909091,1.764705882,1.210526316,1.242424242,1.620689655,0.952380952,1.75,1.53125,1.294117647,1.333333333,0.520833333,1,1.277777778,1.5,1.3,1,0.3,1.448275862,1.05,1.684210526,0.352941176,1.083333333,1.583333333,0,0,On-time,On-time,On-time,Early,Early,Early,Late,Late,Late,Late,Late,Late,Late,Late,On-time,On-time,Late,Late,On-time,On-time,On-time,Late,Late,Late,Unknown,Unknown,Late
2,58.62,28,27,27,67,69,63,93,10,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,Very confident,Somewhat confident,6 - Agree,6 - Agree,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,2,68,1,33,592,21747,0.535714286,0.954545455,1,1.147058824,0.947368421,1.060606061,1,1,1,1.03125,0.029411765,0,0,0,0.055555556,1.090909091,1,0.111111111,0.9,0.137931034,0,0,0,0,0,0.125,1.117647059,Late,Late,Late,Late,Late,Late,On-time,On-time,On-time,Late,Unknown,Unknown,Unknown,Late,On-time,On-time,On-time,On-time,Early,Unknown,Unknown,Unknown,Unknown,Unknown,Late,Early,Late
3,74.19,40,35,35,96,80,87,97,16,Other,USA,M,35-44,Non-English,Fully fluent non-native,North American,Non Primary Computing,Masters Degree,9-12 hours per week,Yes,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,4,Somewhat confident,Somewhat unconfident,4 - Neither Agree nor Disagree,2 - Disagree,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,0,0,0,0,69370,2.754658385,1.363636364,0.242424242,1.205882353,2.684210526,2.575757576,2.068965517,1.523809524,1.3125,3.125,3.5,3.708333333,0,5.648648649,6.388888889,3.363636364,4.95,4.777777778,1.733333333,2.379310345,2.85,4.947368421,4.470588235,3.291666667,1.666666667,3.75,2.823529412,On-time,On-time,On-time,Early,Early,Early,Early,Late,Early,Early,Early,Early,Early,Early,Early,Late,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early,Early
3,70.99,34,36,34,87,89,75,95,15,Other,USA,M,25-34,English,Fully fluent non-native,North American,Primary Computing or Software,Bachelors Degree,12-15 hours per week,Yes,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,Somewhat confident,Somewhat confident,7 - Strongly Agree,5 - Agree Slightly,1,0,0,0,0,0,0,0,No,No,Yes,No,No,No,No,No,No,No,No,No,Very confident,Somewhat confident,7 - Strongly Agree,5 - Agree Slightly,1,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,0,0,0,0,35813,1.555900621,0.909090909,1.212121212,1.323529412,1.263157895,0.96969697,1.620689655,1.761904762,2.5,2.0625,1.882352941,2.333333333,1.854166667,1.594594595,1.611111111,1.954545455,1.9,1.611111111,1.766666667,0.896551724,1.35,1.526315789,1.470588235,1.5,0,1.4375,1.470588235,On-time,On-time,On-time,Early,Early,Early,Early,Late,Late,Late,On-time,On-time,On-time,Early,On-time,Late,Late,Late,Late,Late,Late,On-time,On-time,Unknown,Early,Early,On-time
2,55.57,23,31,32,67,57,46,94,14,Other,USA,F,25-34,English,Fully fluent non-native,North American,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,4,2,0,0,Somewhat confident,Somewhat confident,5 - Agree Slightly,4 - Neither Agree nor Disagree,0,0,1,0,1,0,0,0,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Somewhat confident,Somewhat confident,5 - Agree Slightly,5 - Agree Slightly,1,1,0,0,1,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,80,0,7,182,73408,1.850931677,1.409090909,1.454545455,1.529411765,1.578947368,1.181818182,1.413793103,3.666666667,2.875,2.625,1.323529412,1.958333333,1.270833333,1.405405405,1.666666667,2.227272727,1.45,3.388888889,0.433333333,1.75862069,2.25,1.263157895,1.647058824,1.125,0,4.375,6.588235294,On-time,On-time,Late,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Late,On-time,On-time,On-time,On-time,On-time,On-time,Late,Late,On-time,On-time,Unknown,Early,Early,On-time
3,66.1,28,38,36,73,85,62,96,15,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Masters Degree,9-12 hours per week,Yes,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7.5,2,0,7.5,Neither confident nor unconfident,Neither confident nor unconfident,5 - Agree Slightly,5 - Agree Slightly,1,0,0,0,0,0,0,0,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Somewhat confident,Neither confident nor unconfident,5 - Agree Slightly,4 - Neither Agree nor Disagree,1,0,0,0,0,0,0,0,Somewhat confident,12 - 15 hours per week,All 26,All of them,Once per day,1,0,0,0,0,0,0,0,1 - Never,1 - Never,2 - Rarely,1 - Never,4 - Frequently,5 - Always,4 - Frequently,1 - Never,4 - Frequently,Never,Never,0,0,0,0,0,50981,1.403726708,1.318181818,1.03030303,1.323529412,1.052631579,1.181818182,1.482758621,1.476190476,1.3125,1.3125,1.029411765,3,1.0625,1.540540541,1.111111111,1.181818182,1.15,1.222222222,1.1,3.379310345,1.25,0.947368421,1.176470588,1.083333333,2.25,1.1875,1.647058824,On-time,On-time,On-time,Early,Early,Early,Early,On-time,On-time,On-time,On-time,On-time,On-time,Early,Early,On-time,On-time,Late,Early,On-time,On-time,On-time,On-time,On-time,Early,Early,On-time
3,72.82,33,40,32,93,87,78,99,15,India,USA,M,25-34,English,Fully fluent non-native,North American,Primary Computing or Software,Doctoral Degree,9-12 hours per week,Yes,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,12.5,2,0,4,Very confident,Somewhat confident,6 - Agree,3 - Disagree Slightly,0,0,0,0,0,0,0,0,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Very confident,Somewhat confident,7 - Strongly Agree,3 - Disagree Slightly,1,0,0,0,0,0,0,0,Somewhat confident,18 - 21 hours per week,All 26,All of them,A few times a week,1,0,0,0,0,0,0,0,1 - Never,1 - Never,3 - Occasionally,3 - Occasionally,4 - Frequently,3 - Occasionally,3 - Occasionally,1 - Never,4 - Frequently,Occasionally,Never,0,95,0,19,316,48920,1.302795031,0.045454545,1,1.382352941,0.947368421,1.151515152,1.103448276,1,2.0625,1.4375,1.235294118,1.125,1.270833333,1.297297297,1.222222222,1.545454545,0.95,1,1.533333333,1.379310345,2,1.789473684,1.411764706,1.458333333,2.583333333,1.5,1.470588235,On-time,On-time,On-time,Early,On-time,On-time,Early,Early,Early,On-time,Early,On-time,On-time,Early,Early,On-time,On-time,On-time,Early,Early,Early,Early,Early,Early,Early,Early,Early
2,50.68,16,29,26,53,55,52,86,15,India,USA,M,25-34,English,Fully fluent non-native,North American,Primary Computing or Software,Bachelors Degree,12-15 hours per week,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.5,3,0,0,Very unconfident,Somewhat confident,5 - Agree Slightly,5 - Agree Slightly,1,0,1,0,0,0,0,0,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Somewhat unconfident,Neither confident nor unconfident,5 - Agree Slightly,5 - Agree Slightly,1,0,0,0,0,0,0,0,Neither confident nor unconfident,18 - 21 hours per week,All 26,All of them,Once per day,1,0,1,0,0,0,0,0,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,3 - Occasionally,3 - Occasionally,5 - Always,2 - Rarely,4 - Frequently,Rarely,Occasionally,0,76,7,34,507,59414,2.395962733,2.545454545,3.272727273,5.323529412,3,2.03030303,1.24137931,3.095238095,3.5625,3.875,2,0.833333333,0.520833333,1.054054054,3.666666667,2.5,4.9,4,2.7,1.586206897,0.15,0.105263158,5.647058824,0.708333333,0,1.375,4.823529412,On-time,Late,Late,Late,Late,Late,On-time,On-time,On-time,Late,Late,Early,Late,Late,On-time,Late,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Unknown,Early,Early,On-time
3,63.81,35,30,28,86,63,68,93,15,India,USA,F,25-34,English,Fully fluent non-native,North American,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2.5,Somewhat confident,Somewhat confident,7 - Strongly Agree,6 - Agree,1,0,0,1,0,0,0,0,No,No,No,No,No,No,No,No,Yes,No,No,No,Neither confident nor unconfident,Neither confident nor unconfident,7 - Strongly Agree,7 - Strongly Agree,1,0,0,1,0,0,0,0,Neither confident nor unconfident,6 - 9 hours per week,20 to 25,All of them,Multiple times daily,1,0,0,1,0,0,0,0,2 - Rarely,2 - Rarely,2 - Rarely,2 - Rarely,4 - Frequently,2 - Rarely,5 - Always,1 - Never,4 - Frequently,Never,Never,3,93,5,42,551,57276,2.057453416,2.363636364,1.393939394,2.323529412,0.947368421,1.787878788,1.75862069,2.666666667,2.125,2.53125,1.205882353,2.958333333,0.854166667,1.108108108,3.611111111,4.954545455,3.4,2.888888889,2.233333333,2.344827586,1.85,1.157894737,1.941176471,1.541666667,1.75,2.5625,2.058823529,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Late,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Late,Late,On-time,On-time,Early,Early,Early,On-time
2,47.48,24,21,23,70,29,46,89,9,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,12-15 hours per week,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.5,4,0,0,Neither confident nor unconfident,Neither confident nor unconfident,4 - Neither Agree nor Disagree,3 - Disagree Slightly,1,0,0,0,0,0,0,0,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Somewhat confident,Neither confident nor unconfident,4 - Neither Agree nor Disagree,3 - Disagree Slightly,1,0,0,0,1,0,0,0,Neither confident nor unconfident,12 - 15 hours per week,20 to 25,Most of them,A few times a week,1,0,0,0,0,0,0,0,2 - Rarely,2 - Rarely,2 - Rarely,3 - Occasionally,2 - Rarely,1 - Never,3 - Occasionally,2 - Rarely,3 - Occasionally,Frequently,Never,0,0,0,0,0,23423,1.035714286,1.318181818,1.03030303,1.117647059,1.421052632,1.424242424,2.586206897,1.666666667,1.9375,2.96875,1.676470588,0.041666667,0.3125,0,0.722222222,0.772727273,0.35,2.888888889,1.066666667,0,0,0,1.294117647,0.208333333,0,0.25,1.823529412,On-time,Late,Late,Late,Late,Late,On-time,On-time,On-time,On-time,Late,Late,Unknown,Late,Late,Late,Late,Late,Unknown,Unknown,Unknown,On-time,Late,Unknown,On-time,Early,Late
2,54.96,24,26,36,69,54,51,90,10,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,12-15 hours per week,Yes,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,7.5,2,0,4,Neither confident nor unconfident,Somewhat confident,7 - Strongly Agree,7 - Strongly Agree,1,0,0,1,0,0,0,0,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Neither confident nor unconfident,Neither confident nor unconfident,No Answer,5 - Agree Slightly,1,0,0,1,0,0,0,0,Neither confident nor unconfident,3 - 6 hours per week,20 to 25,Most of them,A few times a week,1,0,0,1,0,0,0,0,4 - Frequently,3 - Occasionally,4 - Frequently,4 - Frequently,5 - Always,2 - Rarely,4 - Frequently,2 - Rarely,3 - Occasionally,Frequently,Frequently,0,46,0,4,324,20531,0.846273292,2.045454545,1.484848485,2.117647059,2.052631579,1.181818182,2.068965517,2.619047619,1.5625,2.0625,0.411764706,0.041666667,0.083333333,0,0,0.090909091,0.3,1.388888889,0,0,0,0,0.411764706,0,0,0,2.117647059,On-time,Late,Late,Late,Late,Late,Late,Late,Late,Late,Late,Late,Unknown,Unknown,Late,Late,Late,Unknown,Unknown,Unknown,Unknown,Late,Unknown,Unknown,Unknown,Early,Late
