letter_grade,course_grade,Assig_1_full_40,Assig_2_full_40,Assig_3_full_40,proj_1_100,proj_2_100,proj_3_100,final_exam_100,peer_feedback_100,birth_country,residence_country,gender,age,primary_language,english_fluency,time_zone,occupation,highest_education,expected_hours_spent,formal_class_prog_taken,C,C#,C++,Java,JavaScript,Lisp,Objective C,Perl,PHP,Python,Ruby,Shell,Swift,Visual Basic,Other (specify below),years_programming,prior_omscs_classes_completed,besides_KBAI_how_many_classes,moocs_completed_outside_OMSCS,qtr_proj1_confidence,qtr_proj2_confidence,qtr_piazza_opinion,qtr_peerfeedback_opinion,qtr_on_piazza,qtr_email,qtr_hipchat,qrt_gplus,qtr_other_chat,qtr_phone,qtr_facebook,qtr_in_person,CS6210_Completed,CS8803_Completed,CS6250_Completed,CS7641_Completed,CS6300_Completed,CS6310_Completed,CS4495_Completed,CS6475_Completed,CS6505_Completed,CS6290_Completed,CS8803_Completed,CS6440_Completed,mid_proj2_confidence,mid_proj3_confidence,mid_piazza_opinion,mid_peerfeedback_opinion,mid_on_piazza,mid_email,mid_hipchat,qrt_gplus,mid_other_chat,mid_phone,mid_facebook,mid_in_person,final_proj3_confidence,hours_spent,lessons_watched,exercises_completed,forum_visit_frequency,final_on_piazza,final_email,final_hipchat,qrt_gplus,final_other_chat,final_phone,final_facebook,final_in_person,watch_out_order,fall_behind,get_ahead,rewatch_full_lesson,rewatch_partial_lesson,view_answer_after_1incorrect,repeat_exercise_until_correct,skip_exercise,correct_first_attempt,access_from_mobile,download_videos,piazza_answers,piazza_days,piazza_asks,piazza_posts,piazza_views,total_lecture_time,overal_lecture_views,lecture_1_views,lecture_2_views,lecture_3_views,lecture_4_views,lecture_5_views,lecture_6_views,lecture_7_views,lecture_8_views,lecture_9_views,lecture_10_views,lecture_11_views,lecture_12_views,lecture_13_views,lecture_14_views,lecture_15_views,lecture_16_views,lecture_17_views,lecture_18_views,lecture_19_views,lecture_20_views,lecture_21_views,lecture_22_views,lecture_23_views,lecture_24_views,lecture_25_views,lecture_26_views,lecture_1_pace,lecture_2_pace,lecture_3_pace,lecture_4_pace,lecture_5_pace,lecture_6_pace,lecture_7_pace,lecture_8_pace,lecture_9_pace,lecture_10_pace,lecture_11_pace,lecture_12_pace,lecture_13_pace,lecture_14_pace,lecture_15_pace,lecture_16_pace,lecture_17_pace,lecture_18_pace,lecture_19_pace,lecture_20_pace,lecture_21_pace,lecture_22_pace,lecture_23_pace,lecture_24_pace,lecture_25_pace,lecture_26_pace,overall_pace
0,13.12,32,34,0,6,0,0,0,14,USA,USA,F,18-24,English,Native speaker,North American,Non Primary Computing,Bachelors Degree,15-18 hours per week,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,Very unconfident,Somewhat confident,5 - Agree Slightly,7 - Strongly Agree,1,0,0,1,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,21,0,2,46,20537,1.048136646,2.363636364,1.666666667,1.735294118,3.315789474,2.333333333,2.379310345,3.095238095,1.5625,2.8125,2.088235294,0.041666667,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,On-time,On-time,On-time,Early,On-time,On-time,On-time,On-time,Late,Late,Late,Unknown,Unknown,Unknown,Unknown,Late,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,64.88,31,33,35,75,76,72,93,10,China,USA,M,25-34,Non-English,Fully fluent non-native,North American,Non Primary Computing,Masters Degree,9-12 hours per week,Yes,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,0,4,Somewhat confident,Somewhat confident,5 - Agree Slightly,6 - Agree,1,0,0,1,0,0,1,0,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Somewhat confident,Neither confident nor unconfident,6 - Agree,6 - Agree,1,0,0,1,0,0,1,0,Somewhat confident,6 - 9 hours per week,All 26,All of them,Once per day,1,0,0,1,0,0,0,0,3 - Occasionally,2 - Rarely,3 - Occasionally,4 - Frequently,4 - Frequently,3 - Occasionally,4 - Frequently,1 - Never,4 - Frequently,Occasionally,Rarely,0,0,0,0,0,42226,1.173913043,1.045454545,1.303030303,1.117647059,1.315789474,1.121212121,2.103448276,1.428571429,1.5,1.09375,1.205882353,1.166666667,1.208333333,0.297297297,1.111111111,1.545454545,1.35,1.166666667,1.166666667,1.344827586,1.95,0.368421053,1.235294118,0.458333333,1.25,1.125,0.882352941,On-time,On-time,On-time,Early,Early,Early,Early,Early,On-time,On-time,Early,On-time,On-time,On-time,On-time,Late,Late,Late,On-time,On-time,On-time,Late,Late,On-time,Early,On-time,On-time
3,64.27,26,31,30,92,60,78,92,12,China,USA,F,18-24,Non-English,Fully fluent non-native,North American,Primary Computing or Software,Masters Degree,9-12 hours per week,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,7.5,Somewhat confident,Somewhat confident,7 - Strongly Agree,7 - Strongly Agree,1,0,0,0,0,0,0,0,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Very confident,Somewhat confident,7 - Strongly Agree,7 - Strongly Agree,1,0,0,0,0,0,0,0,Somewhat confident,21 or more hours per week,All 26,All of them,Once per day,1,0,0,0,0,0,0,0,1 - Never,2 - Rarely,2 - Rarely,4 - Frequently,3 - Occasionally,3 - Occasionally,2 - Rarely,1 - Never,4 - Frequently,Frequently,Never,0,29,0,1,69,55306,1.346273292,1.136363636,1.303030303,1.382352941,1.210526316,1.060606061,1.206896552,1.142857143,1.0625,1.15625,1.294117647,1.5,1.770833333,0.351351351,1.277777778,1.681818182,1.7,1,2.133333333,1.827586207,1.55,1.684210526,1.294117647,1.791666667,0.166666667,1.5625,1.117647059,On-time,On-time,On-time,Early,Early,Early,Early,Early,Early,Late,Late,Late,Late,On-time,On-time,On-time,On-time,On-time,Early,Late,Late,On-time,On-time,Early,Early,Early,On-time
3,74.65,40,34,32,90,93,86,99,15,USA,USA,M,18-24,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4,1,0,2.5,Very confident,Somewhat confident,7 - Strongly Agree,2 - Disagree,1,0,1,0,0,0,0,0,No,No,No,Yes,No,No,No,No,No,No,No,No,Very confident,Somewhat confident,7 - Strongly Agree,1 - Strongly Disagree,1,0,1,0,0,0,0,0,Somewhat confident,12 - 15 hours per week,15 to 20,Around half of them,Multiple times daily,1,0,1,0,0,0,0,0,3 - Occasionally,2 - Rarely,3 - Occasionally,1 - Never,3 - Occasionally,4 - Frequently,2 - Rarely,3 - Occasionally,4 - Frequently,Never,Never,0,0,0,0,0,12900,0.647515528,0,0,0.205882353,0.210526316,1,0,0.523809524,0.0625,1.34375,0.029411765,2.291666667,0.645833333,3.297297297,0.055555556,0.045454545,0.05,0.944444444,0.133333333,0,1.7,1.421052632,0,0.333333333,0.5,0.625,0,Late,Unknown,Late,On-time,Late,Unknown,Late,Late,Late,Late,Early,Early,Early,Late,Late,Late,Late,Late,Unknown,Early,Early,Unknown,On-time,Early,Early,Unknown,Late
3,62.29,36,30,28,73,69,68,94,10,China,USA,F,25-34,Non-English,Fully fluent non-native,North American,Primary Computing or Software,Doctoral Degree,18-21 hours per week,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2.5,Somewhat confident,Somewhat confident,6 - Agree,6 - Agree,0,1,0,0,0,0,0,0,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Very confident,Very confident,6 - Agree,6 - Agree,1,1,0,0,0,0,0,0,Very confident,15 - 18 hours per week,All 26,A few of them,Once per day,1,0,0,0,0,0,0,0,3 - Occasionally,1 - Never,3 - Occasionally,4 - Frequently,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,4 - Frequently,Rarely,Never,0,0,0,0,0,32704,1.116459627,1.318181818,0.818181818,2.352941176,1.789473684,1.121212121,0.75862069,2.80952381,2,1.3125,0.617647059,1.541666667,0.270833333,0.162162162,0.166666667,2.090909091,2,0.444444444,1.366666667,0.275862069,0.7,0.052631579,1,2.75,0,0.3125,1.823529412,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Late,Late,Late,Early,Early,On-time,Late,On-time,Early,On-time,On-time,Late,Late,Late,On-time,On-time,Unknown,Late,Early,On-time
2,59.84,26,35,28,70,70,60,91,12,India,USA,M,25-34,Non-English,Fully fluent non-native,North American,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7.5,1,0,0,Somewhat confident,Very confident,N/A - I have not used Piazza significantly.,4 - Neither Agree nor Disagree,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,No,No,No,Somewhat confident,Very confident,6 - Agree,5 - Agree Slightly,1,0,0,0,0,0,0,0,Somewhat confident,12 - 15 hours per week,15 to 20,Around half of them,A few times a week,1,0,0,0,0,0,0,0,2 - Rarely,4 - Frequently,1 - Never,5 - Always,3 - Occasionally,5 - Always,5 - Always,2 - Rarely,3 - Occasionally,Never,Never,0,0,0,0,0,50470,1.571428571,3.181818182,3.727272727,3.264705882,3.315789474,3.333333333,4.068965517,3.142857143,3.4375,1.96875,1.588235294,1.375,1.104166667,0.864864865,0,0,0.35,0.166666667,0.233333333,0.206896552,0.3,0.368421053,0.117647059,0,0,0.375,1,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Late,Late,Late,Late,Late,Late,Unknown,Unknown,Late,Late,Late,Late,Late,Late,Late,Unknown,Unknown,Late,On-time,Late
3,64.88,27,23,38,79,60,83,100,15,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,2.5,Somewhat confident,Neither confident nor unconfident,7 - Strongly Agree,5 - Agree Slightly,1,0,0,0,0,0,0,0,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Very confident,Neither confident nor unconfident,7 - Strongly Agree,5 - Agree Slightly,1,0,0,0,0,0,0,0,Somewhat confident,12 - 15 hours per week,20 to 25,Around half of them,A few times a week,1,0,0,0,0,0,0,0,3 - Occasionally,5 - Always,2 - Rarely,2 - Rarely,3 - Occasionally,2 - Rarely,4 - Frequently,2 - Rarely,4 - Frequently,Never,Never,2,61,0,26,634,36939,0.998447205,1.045454545,1.03030303,1.205882353,1.578947368,1.090909091,1.896551724,1.857142857,2.4375,2.15625,1.176470588,0.333333333,0.541666667,0.486486486,0.166666667,2.181818182,0.6,1.166666667,0.866666667,0.482758621,0.6,0.473684211,0.176470588,0.25,0.166666667,0.0625,1.647058824,On-time,On-time,On-time,Early,On-time,On-time,On-time,Late,Late,Late,Late,Late,Late,Late,On-time,On-time,Late,Late,Late,Late,Late,On-time,On-time,Late,Late,Early,Late
3,61.06,30,36,31,75,58,66,92,12,USA,USA,M,18-24,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,4,4,0,1,Neither confident nor unconfident,Neither confident nor unconfident,6 - Agree,7 - Strongly Agree,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No answer,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,0,0,0,0,0,46527,1.451863354,2.636363636,1.121212121,1.852941176,1.789473684,1.272727273,1.655172414,1.523809524,2.4375,1.65625,1.441176471,1.666666667,1.291666667,1.567567568,1.833333333,1.409090909,1.55,1.777777778,1.333333333,1.448275862,1.1,1.315789474,1.235294118,0,0,1.5625,1.058823529,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Late,On-time,On-time,On-time,Early,On-time,On-time,Late,Late,On-time,On-time,On-time,Late,Unknown,Unknown,Early,Early,On-time
3,71.14,33,37,28,84,91,83,98,12,USA,USA,M,18-24,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,6-9 hours per week,Yes,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.5,1,0,0,Somewhat confident,Somewhat confident,4 - Neither Agree nor Disagree,6 - Agree,1,1,0,0,1,0,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,Very confident,Very confident,N/A - I have not used Piazza significantly.,5 - Agree Slightly,0,1,0,0,1,0,0,0,Somewhat confident,6 - 9 hours per week,All 26,All of them,A couple times a month,0,1,0,0,1,1,0,0,2 - Rarely,4 - Frequently,2 - Rarely,1 - Never,3 - Occasionally,2 - Rarely,3 - Occasionally,1 - Never,4 - Frequently,Never,Never,0,24,0,2,95,63033,2.302795031,2.5,1.515151515,1.911764706,2.105263158,2.333333333,1.724137931,1.857142857,2.4375,3.96875,1.794117647,3.125,1.979166667,1.459459459,1.722222222,2.272727273,2.65,3.222222222,2.1,1.724137931,2.85,1.684210526,3.117647059,2.708333333,6.166666667,2.3125,1.941176471,On-time,On-time,On-time,Late,Late,Late,On-time,On-time,On-time,Late,On-time,Late,Late,On-time,On-time,Late,Late,Late,On-time,On-time,Late,Late,Late,Late,On-time,Late,Late
3,65.95,37,19,37,87,75,64,99,14,USA,USA,M,45-54,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,6-9 hours per week,Yes,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,20,1,0,10,Very confident,Somewhat confident,6 - Agree,7 - Strongly Agree,1,0,0,1,0,0,0,0,No,No,No,No,Yes,No,No,No,No,No,No,No,Very confident,Somewhat confident,5 - Agree Slightly,7 - Strongly Agree,1,0,0,0,0,0,0,0,Somewhat confident,15 - 18 hours per week,All 26,All of them,A few times a week,1,0,1,1,0,0,0,0,3 - Occasionally,2 - Rarely,3 - Occasionally,3 - Occasionally,4 - Frequently,1 - Never,4 - Frequently,1 - Never,3 - Occasionally,Occasionally,Frequently,2,54,16,98,626,49489,1.580745342,1.545454545,1.727272727,1.264705882,1.578947368,1.545454545,1.517241379,2.761904762,1.25,2.125,1.147058824,1.166666667,1.1875,1.243243243,2.111111111,1.681818182,3.35,1.166666667,1.466666667,1.482758621,1.1,1.263157895,1.411764706,2.25,1,2.125,1.352941176,On-time,On-time,On-time,Early,Early,Late,On-time,On-time,On-time,On-time,Early,On-time,On-time,On-time,On-time,On-time,Late,Late,Late,Late,Late,On-time,On-time,On-time,Early,Early,On-time
3,69.31,29,31,37,88,80,84,90,15,USA,Other,M,25-34,English,Native speaker,Europe,Primary Computing or Software,Masters Degree,9-12 hours per week,Yes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7.5,1,0,7.5,Somewhat confident,Neither confident nor unconfident,7 - Strongly Agree,6 - Agree,1,1,0,0,0,1,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,Somewhat confident,9 - 12 hours per week,15 to 20,Around half of them,A few times a week,1,0,0,0,0,1,0,0,1 - Never,3 - Occasionally,1 - Never,1 - Never,3 - Occasionally,2 - Rarely,3 - Occasionally,2 - Rarely,3 - Occasionally,Never,Frequently,4,41,0,34,580,10765,0.439440994,0.045454545,0,0,1.315789474,0.818181818,0,1.428571429,0.5,0.40625,0.411764706,0.791666667,0.270833333,0.108108108,0.222222222,0.181818182,0.45,1.222222222,1.033333333,0.75862069,0.45,0,0.470588235,0.125,0.083333333,0.5625,0.411764706,On-time,Unknown,Unknown,Early,Early,Unknown,Early,Early,Early,Early,Early,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Early,On-time,Unknown,Early,Late,Late,Late,Late,On-time
3,66.56,36,36,30,75,76,73,97,13,China,USA,M,35-44,Non-English,Fully fluent non-native,North American,Primary Computing or Software,Doctoral Degree,15-18 hours per week,Yes,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.5,2,0,0,Somewhat confident,Somewhat confident,N/A - I have not used Piazza significantly.,6 - Agree,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Somewhat confident,Somewhat confident,7 - Strongly Agree,7 - Strongly Agree,1,0,0,0,0,0,0,0,Somewhat confident,9 - 12 hours per week,All 26,All of them,A few times a week,1,0,0,0,0,0,0,0,2 - Rarely,2 - Rarely,2 - Rarely,3 - Occasionally,4 - Frequently,3 - Occasionally,4 - Frequently,1 - Never,4 - Frequently,Never,Never,0,0,0,0,0,57195,1.830745342,2.090909091,2.333333333,1.970588235,1.210526316,0.939393939,1.620689655,2.238095238,1.9375,1.84375,1.558823529,2.833333333,2.354166667,2.162162162,1.555555556,1.590909091,1.8,1.722222222,1.366666667,1.862068966,1.4,1.210526316,1.823529412,2.041666667,3.166666667,1.125,1.470588235,On-time,On-time,Late,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Early,Early,Early,Early,On-time,On-time,Late,Late,Late,Late,Late,On-time,On-time,Early,Early,Early,On-time
3,62.44,36,40,40,82,48,48,100,15,USA,USA,M,35-44,English,Native speaker,North American,Non Primary Computing,Masters Degree,12-15 hours per week,Yes,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12.5,2,0,4,Very confident,Somewhat confident,6 - Agree,6 - Agree,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,Neither confident nor unconfident,15 - 18 hours per week,All 26,Around half of them,Once per week,0,0,0,0,0,0,0,0,2 - Rarely,3 - Occasionally,1 - Never,4 - Frequently,4 - Frequently,4 - Frequently,2 - Rarely,4 - Frequently,4 - Frequently,Occasionally,Never,0,0,0,0,0,47119,1.208074534,3.818181818,1.060606061,1.970588235,1.894736842,1.454545455,2.517241379,1.142857143,2,1.3125,1,1.291666667,0.770833333,0.918918919,1.277777778,1.545454545,1.3,1.388888889,0.466666667,0.862068966,0.4,0.368421053,0.176470588,0.291666667,2.083333333,0.125,0.117647059,On-time,On-time,On-time,Early,Early,On-time,Early,On-time,On-time,On-time,On-time,On-time,On-time,Late,Late,Late,Late,Late,On-time,Late,Late,Late,Late,Late,Late,Late,Late
3,64.58,34,30,26,73,81,71,93,15,India,USA,M,35-44,English,Native speaker,North American,Primary Computing or Software,Masters Degree,12-15 hours per week,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5,1,0,1,Somewhat confident,Somewhat confident,5 - Agree Slightly,2 - Disagree,1,0,0,0,0,0,0,0,No,No,No,No,Yes,No,No,No,No,No,No,No,Somewhat confident,Somewhat confident,6 - Agree,2 - Disagree,1,0,0,0,0,0,0,0,Very confident,18 - 21 hours per week,20 to 25,Most of them,Multiple times daily,0,0,0,0,0,0,0,0,1 - Never,4 - Frequently,2 - Rarely,3 - Occasionally,4 - Frequently,2 - Rarely,4 - Frequently,2 - Rarely,4 - Frequently,Never,Never,0,0,0,0,0,66120,2.711180124,1.181818182,2.272727273,3.617647059,3.947368421,3.575757576,3.965517241,3.952380952,2.5,3.5,3.205882353,3.75,2.645833333,3.135135135,4.222222222,4.227272727,4.15,1.555555556,1.4,2.137931034,1.9,2.105263158,0.058823529,0,0,2.6875,1.823529412,On-time,On-time,Late,On-time,Late,Late,On-time,On-time,On-time,On-time,Early,On-time,On-time,On-time,On-time,On-time,Late,Late,Late,Late,Late,On-time,Unknown,Unknown,Late,Early,On-time
2,56.64,31,30,33,73,45,52,97,10,USA,USA,M,35-44,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,12-15 hours per week,Yes,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,17.5,2,0,0,Somewhat confident,Somewhat confident,6 - Agree,6 - Agree,1,1,0,0,1,0,0,0,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Somewhat confident,Neither confident nor unconfident,7 - Strongly Agree,6 - Agree,1,1,0,0,0,1,0,0,Somewhat unconfident,9 - 12 hours per week,All 26,All of them,Multiple times daily,1,1,0,0,0,0,0,0,2 - Rarely,3 - Occasionally,1 - Never,2 - Rarely,4 - Frequently,5 - Always,5 - Always,1 - Never,4 - Frequently,Never,Never,3,97,3,49,630,58116,2.136645963,2.318181818,1.484848485,1.911764706,2.052631579,2.212121212,2.724137931,2.761904762,2.9375,3.40625,2.411764706,2.666666667,2,1.216216216,1.666666667,1.636363636,1.9,1.888888889,1.833333333,2.793103448,1.55,1.368421053,1.352941176,1.25,2.416666667,1.625,4.705882353,On-time,On-time,On-time,Early,On-time,On-time,Early,Early,Early,On-time,Early,On-time,On-time,On-time,On-time,On-time,On-time,Late,On-time,On-time,Late,Late,Late,Late,Early,On-time,On-time
3,73.28,34,24,37,99,96,77,99,14,Canada,USA,M,45-54,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,12-15 hours per week,Yes,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,20,2,0,10,Somewhat confident,Somewhat unconfident,5 - Agree Slightly,3 - Disagree Slightly,1,0,0,0,0,0,0,0,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Somewhat confident,Somewhat confident,5 - Agree Slightly,5 - Agree Slightly,1,0,0,0,0,0,0,0,Somewhat confident,9 - 12 hours per week,All 26,All of them,Once per day,1,0,0,0,0,0,0,0,2 - Rarely,4 - Frequently,4 - Frequently,1 - Never,4 - Frequently,2 - Rarely,3 - Occasionally,1 - Never,4 - Frequently,Occasionally,Never,5,94,3,60,260,50890,1.638198758,1.772727273,1.545454545,1.735294118,1.315789474,1.242424242,1.034482759,1.80952381,1.25,1.125,1.117647059,1.041666667,0.958333333,1.324324324,1.055555556,1.227272727,2.05,1.611111111,2.166666667,2.344827586,2.15,2.210526316,2.235294118,2.416666667,2.833333333,2.4375,3.235294118,On-time,On-time,On-time,Early,On-time,On-time,Early,Early,On-time,On-time,On-time,On-time,On-time,Early,Early,Early,Early,Late,On-time,Late,Late,On-time,On-time,Early,Early,Early,On-time
3,66.87,35,32,32,84,73,77,94,11,USA,USA,M,25-34,English,Native speaker,North American,Primary Computing or Software,Bachelors Degree,6-9 hours per week,Yes,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,20,1,0,4,Very confident,Somewhat confident,5 - Agree Slightly,6 - Agree,1,0,0,1,0,0,0,0,No,No,No,Yes,No,No,No,No,No,No,No,No,Somewhat confident,Somewhat confident,6 - Agree,7 - Strongly Agree,1,0,0,0,0,0,0,0,Somewhat confident,6 - 9 hours per week,All 26,All of them,Once per day,1,0,0,1,0,0,0,0,2 - Rarely,2 - Rarely,1 - Never,1 - Never,3 - Occasionally,5 - Always,4 - Frequently,2 - Rarely,4 - Frequently,Occasionally,Rarely,2,123,0,30,580,48675,2,3.272727273,2.333333333,2.588235294,1.842105263,0.060606061,1.896551724,2.142857143,1.125,1.0625,1.941176471,2,1.979166667,1.891891892,2.055555556,2.318181818,3,2.277777778,2.4,1.896551724,2.6,2.105263158,1.647058824,1.875,2.666666667,2.25,1.941176471,On-time,On-time,Late,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,On-time,Early,Early,On-time,On-time,On-time,Early,Late,Late,On-time,On-time,Early,Early,Early,On-time
2,55.11,34,22,26,75,62,44,85,13,India,USA,M,35-44,Unknown,Fully fluent non-native,North American,Primary Computing or Software,Bachelors Degree,3-6 hours per week,Yes,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,12.5,1,0,2.5,Very confident,Somewhat confident,7 - Strongly Agree,7 - Strongly Agree,1,0,0,0,0,0,0,0,No,No,No,Yes,No,No,No,No,No,No,No,No,Very confident,Neither confident nor unconfident,6 - Agree,7 - Strongly Agree,1,0,0,0,0,0,0,0,Neither confident nor unconfident,6 - 9 hours per week,20 to 25,Most of them,Multiple times daily,1,0,0,0,0,0,0,0,4 - Frequently,2 - Rarely,2 - Rarely,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,3 - Occasionally,Never,Never,0,68,6,30,153,30650,1.372670807,3.045454545,1.454545455,1.411764706,2.947368421,1.545454545,1.931034483,0,1.0625,2.25,0.352941176,3.208333333,0.125,0,2.166666667,0.727272727,0.95,1.055555556,0.466666667,1.793103448,1.25,3.368421053,1.470588235,1.791666667,0,0.75,2.705882353,On-time,On-time,On-time,On-time,On-time,On-time,Unknown,Late,Late,Late,On-time,On-time,Unknown,Late,Late,Late,Late,Late,Early,On-time,Late,Late,Late,Unknown,Late,Late,Late
2,60.45,28,35,34,82,64,63,80,10,India,USA,M,25-34,Non-English,Fully fluent non-native,North American,Primary Computing or Software,Bachelors Degree,9-12 hours per week,Yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,2,0,0,Somewhat confident,Neither confident nor unconfident,5 - Agree Slightly,6 - Agree,1,1,0,1,0,1,0,1,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Neither confident nor unconfident,Very unconfident,4 - Neither Agree nor Disagree,4 - Neither Agree nor Disagree,1,1,0,0,0,0,0,1,Somewhat confident,6 - 9 hours per week,All 26,All of them,Multiple times daily,1,1,0,0,0,0,0,1,3 - Occasionally,4 - Frequently,2 - Rarely,3 - Occasionally,3 - Occasionally,5 - Always,4 - Frequently,3 - Occasionally,3 - Occasionally,Frequently,Rarely,0,115,2,22,634,54249,2.442546584,4.909090909,2.212121212,3.176470588,5.210526316,2.363636364,2.586206897,2.333333333,3.5,2.0625,1.205882353,1.5,1.729166667,1.837837838,1.888888889,2.363636364,1.8,2,1.533333333,2.724137931,3.1,3.315789474,2,2.125,5.166666667,2.75,2,On-time,On-time,On-time,Early,Late,Late,On-time,On-time,On-time,Late,Late,Late,Late,Late,Late,On-time,On-time,Late,Early,Early,Early,Early,Early,Early,Early,Early,Early
2,54.19,33,25,32,84,45,30,92,14,Other,USA,M,25-34,Non-English,Fully fluent non-native,North American,Primary Computing or Software,Bachelors Degree,6-9 hours per week,Yes,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,12.5,4,0,2.5,Very confident,Very confident,7 - Strongly Agree,6 - Agree,1,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No answer,No answer,No answer,No answer,0,0,0,0,0,0,0,0,Very unconfident,15 - 18 hours per week,All 26,All of them,A few times a week,1,0,0,0,0,0,0,0,2 - Rarely,4 - Frequently,2 - Rarely,3 - Occasionally,4 - Frequently,2 - Rarely,4 - Frequently,1 - Never,4 - Frequently,Occasionally,Never,0,44,0,4,36,57709,1.891304348,1.272727273,1.818181818,2.588235294,2.157894737,1.787878788,2.068965517,3.380952381,3.625,3.90625,2.647058824,1.958333333,2.5625,1.054054054,1.166666667,1.136363636,1.6,1.277777778,1.333333333,1.103448276,0.9,1.157894737,1.176470588,1.791666667,1.083333333,1.3125,1.117647059,On-time,On-time,On-time,Early,On-time,On-time,Early,Early,Early,Early,Early,On-time,Late,On-time,On-time,On-time,On-time,On-time,On-time,Late,Late,On-time,On-time,Late,Early,Early,On-time
